,Model_Year,Make,Model,Trim,Body_Style,Color_Interior,Color_Exterior,Engine,Displacement,Transmission,Transmission_Detail,VIN,Condition,Mileage,Days_on_Site,Private_or_Dealer,Price,Title_Clean_Filter,PriceHistory
0_682854947,2019,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Blue,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW3KGN00612,USED,"30,943",542,Private Seller Exchange,77995.0,False,
0_707264347,2019,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Silver,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW3KGN01579,USED,"52,000",330,Private Seller Exchange,70000.0,True,
0_718224794,2020,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Gray,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW8LGN03815,USED,"15,957",177,Private Seller Exchange,101500.0,True,"[{'dateUpdated': 'Price Today', 'price': '$101,500'}]"
0_718772275,2015,Aston Martin,V8 Vantage,GT,Coupe,Gray,Black,8-Cylinder,4.7,Manual,6-Speed Manual,SCFEBBAL7FGC19529,USED,"12,450",202,Private Seller Exchange,83000.0,True,
0_719633011,2014,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Black,8-Cylinder,4.7,Automatic,7-Speed Automatic,SCFEKBAK1EGC18513,USED,"26,045",192,Private Seller Exchange,54250.0,True,
0_724305348,2021,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Blue,8-Cylinder Turbo,4,Manual,7-Speed Manual,SCFSSGAW0MGN06117,USED,"2,475",142,Private Seller Exchange,139500.0,True,
0_726030649,2011,Aston Martin,V8 Vantage,Coupe,Coupe,Obsidian Black,Titanium Silver,8-Cylinder,4.7,Automatic,6-Speed Automatic,SCFEFBAK6BGC14604,USED,"47,063",78,,42589.0,True,
0_726608242,2016,Aston Martin,V8 Vantage,S,Coupe,Red,Black,8-Cylinder,4.7,Manual,6-Speed Manual,SCFEBBDL0GGC20082,USED,"25,000",117,Private Seller Exchange,69419.0,True,
0_726931410,2011,Aston Martin,V8 Vantage,Coupe,Coupe,Tan,Blue,8-Cylinder,4.7,Automatic,6-Speed Automatic,SCFEFBAKXBGC14833,USED,"27,450",114,Private Seller Exchange,56000.0,True,"[{'dateUpdated': '11.23.2024', 'price': '$53,995'}, {'dateUpdated': '12.04.2024', 'price': '$47,995'}, {'dateUpdated': 'Price Today', 'price': '$56,000'}]"
0_727467670,2021,Aston Martin,V8 Vantage,Coupe,Coupe,Obsidian Black,Silver,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW4MGN05496,USED,"39,463",108,,94879.0,True,"[{'dateUpdated': '11.23.2024', 'price': '$94,882'}, {'dateUpdated': '11.28.2024', 'price': '$94,881'}, {'dateUpdated': '12.13.2024', 'price': '$94,880'}, {'dateUpdated': 'Price Today', 'price': '$94,879'}]"
0_729671591,2019,Aston Martin,V8 Vantage,Coupe,Coupe,Pure Black,Lunar White,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW8KGN02064,USED,"23,460",85,,89800.0,True,
0_729790253,2019,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Gray,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW9KGN02137,USED,"21,750",83,Private Seller Exchange,98750.0,True,
0_730488705,2009,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Silver,8-Cylinder,4.7,Automatic,6-Speed Automatic,SCFBF03C29GC12159,USED,"46,150",76,Private Seller Exchange,41000.0,True,"[{'dateUpdated': '11.23.2024', 'price': '$44,500'}, {'dateUpdated': '11.26.2024', 'price': '$42,000'}, {'dateUpdated': 'Price Today', 'price': '$41,000'}]"
0_730637259,2023,Aston Martin,V8 Vantage,Coupe,Coupe,Gray,Black,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW1PGN50755,USED,"1,800",67,Private Seller Exchange,150000.0,True,"[{'dateUpdated': '11.18.2024', 'price': '$157,300'}, {'dateUpdated': 'Price Today', 'price': '$150,000'}]"
0_731846743,2022,Aston Martin,V8 Vantage,Coupe,Coupe,Ivory & Navy Blue,Q Satin Lunar White,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW7NGN06353,USED,"13,100",61,,124991.0,True,
0_731993690,2012,Aston Martin,V8 Vantage,S,Coupe,Black,Gray,8-Cylinder,4.7,Automatic,7-Speed Automatic,SCFEKBDL7CGC16122,USED,"51,000",60,Private Seller Exchange,45000.0,True,
0_733828185,2023,Aston Martin,V8 Vantage,Coupe,Coupe,,,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW6PGN07111,USED,"2,122",2,,139900.0,True,
0_733874364,2022,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Silver,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW1NGN06445,USED,"7,373",40,Private Seller Exchange,137200.0,True,
0_733964082,2019,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Blue,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW6KGN00250,USED,"12,000",39,Private Seller Exchange,89900.0,True,"[{'dateUpdated': '12.04.2024', 'price': '$95,500'}, {'dateUpdated': '12.13.2024', 'price': '$93,500'}, {'dateUpdated': '12.20.2024', 'price': '$91,000'}, {'dateUpdated': 'Price Today', 'price': '$89,900'}]"
0_734615032,2007,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Silver,8-Cylinder,4.3,Manual,6-Speed Manual,SCFBB03BX7GC05377,USED,"54,000",32,Private Seller Exchange,43000.0,True,
0_736201697,2020,Aston Martin,V8 Vantage,AMR,Coupe,Black,Black,8-Cylinder Turbo,4,Manual,7-Speed Manual,SCFSSGCW4LGN04446,USED,"21,000",14,Private Seller Exchange,139000.0,True,
0_736373369,2014,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Silver,8-Cylinder,4.7,Manual,6-Speed Manual,SCFEBBAK9EGC18162,USED,"15,700",12,Private Seller Exchange,74900.0,True,
0_736716685,2019,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Gray,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW7KGN02072,USED,"12,720",8,Private Seller Exchange,80000.0,True,
0_736732036,2025,Aston Martin,V8 Vantage,Coupe,Coupe,,Silver,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGFW8SGN08990,USED,707,7,,253750.0,True,
0_736780442,2023,Aston Martin,V8 Vantage,Roadster,Convertible,Tan,Black,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGBW4PGP08682,USED,340,6,Private Seller Exchange,185000.0,True,
0_736799870,2020,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Gray,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW8LGN03376,USED,"10,264",6,Private Seller Exchange,97950.0,True,
0_736861564,2025,Aston Martin,V8 Vantage,Coupe,Coupe,Phantom Grey,China Grey,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGFW7SGN09628,NEW,53,5,,,False,
0_737103563,2023,Aston Martin,V8 Vantage,Coupe,Coupe,Obsidian Black,Lunar White,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW0PGN50648,USED,"2,221",3,,169995.0,True,
25_713156971,2007,Aston Martin,V8 Vantage,Coupe,Coupe,Blue,Blue,8-Cylinder,4.3,Automatic,6-Speed Automatic,SCFBF03B07GC06400,USED,"72,900",264,Private Seller Exchange,35900.0,True,
25_715189722,2023,Aston Martin,V8 Vantage,Roadster,Convertible,Light Argento Metallic,Aluminite Silver,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGBW2PGP07918,USED,"1,580",235,,149990.0,True,"[{'dateUpdated': '12.04.2024', 'price': '$144,890'}, {'dateUpdated': '12.14.2024', 'price': '$151,990'}, {'dateUpdated': 'Price Today', 'price': '$149,990'}]"
25_724980838,2023,Aston Martin,V8 Vantage,Roadster,Convertible,Onyx Black,Liquid Crimson,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGBW6PGP07873,USED,"4,479",135,,149888.0,True,"[{'dateUpdated': '11.26.2024', 'price': '$150,000'}, {'dateUpdated': 'Price Today', 'price': '$149,888'}]"
25_727039840,2025,Aston Martin,V8 Vantage,Coupe,Coupe,All Oxford Tan,Ion Blue,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGFW4SGN09117,USED,32,113,,264200.0,True,
25_727926747,2023,Aston Martin,V8 Vantage,Coupe,Coupe,Onyx Black,Iridescent Emerald,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW7PGN07053,USED,"5,069",31,,152900.0,True,
25_729115742,2023,Aston Martin,V8 Vantage,Coupe,Coupe,Onyx Black,Onyx Black,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW4PGN07995,USED,"3,312",91,,146900.0,True,"[{'dateUpdated': '11.27.2024', 'price': '$145,900'}, {'dateUpdated': '12.11.2024', 'price': '$144,900'}, {'dateUpdated': '12.27.2024', 'price': '$139,900'}, {'dateUpdated': 'Price Today', 'price': '$146,900'}]"
25_730253856,2020,Aston Martin,V8 Vantage,Coupe,Coupe,Pure Black,Elwood,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW4LGN03665,USED,"15,184",79,,96498.0,True,"[{'dateUpdated': '11.14.2024', 'price': '$99,999'}, {'dateUpdated': 'Price Today', 'price': '$96,498'}]"
25_731055683,2023,Aston Martin,V8 Vantage,Coupe,Coupe,Copper Tan Metallic,Hyper Red,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW6PGN08128,USED,"5,747",71,,143995.0,True,
25_731101913,2022,Aston Martin,V8 Vantage,Coupe,Coupe,Onyx,Hyper Red,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW5NGN06402,USED,"18,848",45,,124599.0,True,
25_731282520,2025,Aston Martin,V8 Vantage,Coupe,Coupe,Onyx Black Haircell Leath,Podium Green,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGFW3SGN09108,USED,362,67,,267900.0,True,"[{'dateUpdated': '11.27.2024', 'price': '$269,900'}, {'dateUpdated': '12.11.2024', 'price': '$264,900'}, {'dateUpdated': '12.27.2024', 'price': '$259,900'}, {'dateUpdated': 'Price Today', 'price': '$267,900'}]"
25_732650301,2023,Aston Martin,V8 Vantage,Coupe,Coupe,Onyx Black/Phantom Grey,Satin Aston Martin Racing Green,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW3PGN50675,USED,"19,752",53,,154000.0,True,"[{'dateUpdated': '12.05.2024', 'price': '$147,512'}, {'dateUpdated': '12.05.2024', 'price': '$149,499'}, {'dateUpdated': '12.23.2024', 'price': '$154,999'}, {'dateUpdated': 'Price Today', 'price': '$154,000'}]"
25_733010374,2023,Aston Martin,V8 Vantage,Roadster,Convertible,Black/Phantom Grey,Satin Lunar Whi,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGBW1PGP50632,USED,"4,461",50,,167498.0,True,"[{'dateUpdated': '11.23.2024', 'price': '$169,999'}, {'dateUpdated': '12.19.2024', 'price': '$167,988'}, {'dateUpdated': 'Price Today', 'price': '$167,498'}]"
25_733161274,2022,Aston Martin,V8 Vantage,Coupe,Coupe,Black With Red Inserts,Lunar White,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW9NGN06726,USED,"12,430",47,,124800.0,True,
25_733464832,2020,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Q Scorpus Red,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW6LGN03313,USED,"15,964",45,,93428.0,True,"[{'dateUpdated': '12.10.2024', 'price': '$94,996'}, {'dateUpdated': '12.13.2024', 'price': '$89,984'}, {'dateUpdated': '12.27.2024', 'price': '$89,450'}, {'dateUpdated': 'Price Today', 'price': '$93,428'}]"
25_733569393,2019,Aston Martin,V8 Vantage,Coupe,Coupe,Cote D Azure,Lightning Silver,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAWXKGN01627,USED,"8,765",43,,99995.0,True,
25_733578815,2023,Aston Martin,V8 Vantage,Coupe,Coupe,Red Oxide,Magnetic Silver,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW3PGN08376,USED,709,43,,140991.0,True,"[{'dateUpdated': '12.07.2024', 'price': '$151,090'}, {'dateUpdated': '12.28.2024', 'price': '$144,309'}, {'dateUpdated': '01.07.2025', 'price': '$147,611'}, {'dateUpdated': 'Price Today', 'price': '$140,991'}]"
25_733818345,2020,Aston Martin,V8 Vantage,Coupe,Coupe,Blue Haze,Mako Blue,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW7LGN04650,USED,"14,749",40,,98990.0,True,
25_733943414,2023,Aston Martin,V8 Vantage,Coupe,Coupe,Onyx Black,Onyx Black,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW6PGN08193,USED,"3,352",39,,143999.0,True,
25_735111219,2022,Aston Martin,V8 Vantage,Roadster,Convertible,Onyx Black,Frosted Glass Blue,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGBW5NGP06193,USED,"2,585",26,,128885.0,True,
25_735232892,2021,Aston Martin,V8 Vantage,Roadster,Convertible,Blue Haze,Caribbean Blue,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGBW6MGP05181,USED,"8,438",25,,118855.0,True,
25_735589874,2022,Aston Martin,V8 Vantage,Coupe,Coupe,Copper Tan,White Stone,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAWXNGN06282,USED,"7,834",22,,129994.0,True,
25_735731016,2025,Aston Martin,V8 Vantage,Coupe,Coupe,Onyx Black,Cosmopolitan Yellow,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGFW0SGN08918,USED,"4,099",21,,255885.0,True,
25_736075878,2023,Aston Martin,V8 Vantage,Roadster,Convertible,Onyx Black,Lunar White,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGBW8PGP07535,USED,"1,871",16,,151590.0,True,
25_736437691,2022,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Onyx Black,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW2NGN06356,USED,"11,497",11,,124799.0,True,
25_736617881,2021,Aston Martin,V8 Vantage,Coupe,Coupe,Dark Knight,Ultramarine Black,8-Cylinder Turbo,4,Manual,7-Speed Manual,SCFSSGAW1MGN05851,USED,274,9,,151999.0,True,
25_736715159,2020,Aston Martin,V8 Vantage,Coupe,Coupe,Obsidian Black,Yellow,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAWXLGN03976,USED,"15,895",8,,95995.0,True,
50_699973118,2008,Aston Martin,V8 Vantage,Coupe,Coupe,Obsidian Black,Onyx Black,8-Cylinder,4.3,Automatic,6-Speed Automatic,SCFBF03BX8GC07667,USED,"21,760",417,,44900.0,True,
50_724370349,2019,Aston Martin,V8 Vantage,Coupe,Coupe,Lords Red,China Gray,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW9KGN00839,USED,"31,970",26,,82207.0,True,"[{'dateUpdated': '12.17.2024', 'price': '$79,710'}, {'dateUpdated': '12.23.2024', 'price': '$80,782'}, {'dateUpdated': '12.27.2024', 'price': '$80,690'}, {'dateUpdated': 'Price Today', 'price': '$82,207'}]"
50_725415914,2019,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Jet Black,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW6KGN01155,USED,"23,139",130,,78900.0,True,"[{'dateUpdated': '11.14.2024', 'price': '$84,000'}, {'dateUpdated': '11.26.2024', 'price': '$82,500'}, {'dateUpdated': '12.04.2024', 'price': '$79,995'}, {'dateUpdated': 'Price Today', 'price': '$78,900'}]"
50_728385624,2020,Aston Martin,V8 Vantage,Coupe,Coupe,Dark Knight,Lightning Silver,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW2LGN03972,USED,"18,274",99,,97884.0,True,"[{'dateUpdated': '12.14.2024', 'price': '$99,999'}, {'dateUpdated': '12.21.2024', 'price': '$98,634'}, {'dateUpdated': '12.28.2024', 'price': '$97,999'}, {'dateUpdated': 'Price Today', 'price': '$97,884'}]"
50_728756502,2025,Aston Martin,V8 Vantage,Coupe,Coupe,Dark Knight,Q Ion Blue,8-Cylinder Turbo,4,Automatic,8-Speed Shiftable Automatic,SCFSMGFW5SGN09479,NEW,24,95,,,False,
50_729961056,2025,Aston Martin,V8 Vantage,Coupe,Coupe,Onyx Black,Podium Green,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGFW0SGN09115,NEW,111,81,,,False,
50_729999291,2025,Aston Martin,V8 Vantage,Coupe,Coupe,Light Argento/Onyx Black,Q Cosmos Orange,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGFWXSGN09543,NEW,51,81,,,False,
50_730485360,2019,Aston Martin,V8 Vantage,Coupe,Coupe,Obsidian Black,Lightning Silver,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW2KGN02612,USED,"12,780",76,,86581.0,True,
50_731030666,2025,Aston Martin,V8 Vantage,Coupe,Coupe,Onyx Black/Glacier White,Seychelles Blue,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGFW4SGN09134,NEW,40,71,,271000.0,False,
50_731561588,2009,Aston Martin,V8 Vantage,Roadster,Convertible,Obsidian Black,A M Titanium Silver,8-Cylinder,4.7,Automatic,6-Speed Automatic,SCFBF04C39GD11846,USED,"50,413",65,,31697.0,True,"[{'dateUpdated': '11.15.2024', 'price': '$32,997'}, {'dateUpdated': '12.05.2024', 'price': '$32,895'}, {'dateUpdated': '12.23.2024', 'price': '$31,995'}, {'dateUpdated': 'Price Today', 'price': '$31,697'}]"
50_731758851,2011,Aston Martin,V8 Vantage,S,Convertible,Obsidian Black,Lightning Silver,8-Cylinder,4.7,Automatic,7-Speed Automatic,SCFEKBEL6BGD15074,USED,"18,222",63,,56498.0,True,"[{'dateUpdated': '11.14.2024', 'price': '$59,999'}, {'dateUpdated': '11.26.2024', 'price': '$58,750'}, {'dateUpdated': 'Price Today', 'price': '$56,498'}]"
50_731909798,2025,Aston Martin,V8 Vantage,Coupe,Coupe,Light Argento Metallic,Aluminite Silver,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGFW2SGN09830,NEW,54,61,,,False,
50_732266910,2025,Aston Martin,V8 Vantage,Coupe,Coupe,Q Arctic Blue,Elwood Blue,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGFW5SGN09627,NEW,69,57,,,False,
50_732440166,2015,Aston Martin,V8 Vantage,S,Convertible,,White,8-Cylinder,4.7,Automatic,7-Speed Automatic,SCFEKBEL8FGD18838,USED,"10,784",55,,82999.0,True,
50_732459047,2019,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Black,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW7KGN00970,USED,"18,414",55,,91995.0,True,
50_732817631,2009,Aston Martin,V8 Vantage,Roadster,Convertible,,Gray,8-Cylinder,4.7,Automatic,6-Speed Automatic,SCFBF04C49GD11953,USED,"13,367",52,,44990.0,True,"[{'dateUpdated': '11.21.2024', 'price': '$47,990'}, {'dateUpdated': '11.27.2024', 'price': '$45,990'}, {'dateUpdated': 'Price Today', 'price': '$44,990'}]"
50_733363866,2020,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Ultramarine Blk,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW0LGN03078,USED,"21,763",46,,92488.0,True,"[{'dateUpdated': '11.27.2024', 'price': '$97,499'}, {'dateUpdated': '12.03.2024', 'price': '$92,988'}, {'dateUpdated': 'Price Today', 'price': '$92,488'}]"
50_734136502,2025,Aston Martin,V8 Vantage,Coupe,Coupe,White,Q Ion Blue,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGFW8SGN08987,USED,769,37,,239888.0,True,
50_734266286,2025,Aston Martin,V8 Vantage,Coupe,Coupe,Onyx Black,Podium Green,8-Cylinder Turbo,4,Automatic,8-Speed Shiftable Automatic,SCFSMGFW9SGN09114,NEW,10,36,,282600.0,False,
50_734472248,2025,Aston Martin,V8 Vantage,Coupe,Coupe,Onyx Black,Podium Green,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGFW1SGN09804,NEW,25,33,,,False,
50_734799228,2007,Aston Martin,V8 Vantage,Coupe,Coupe,Phantom Gray,Tungsten Silver,8-Cylinder,4.3,Manual,6-Speed Manual,SCFBB03B97GC05581,USED,"24,219",30,,48692.0,True,"[{'dateUpdated': '12.13.2024', 'price': '$44,776'}, {'dateUpdated': '12.17.2024', 'price': '$51,021'}, {'dateUpdated': 'Price Today', 'price': '$48,692'}]"
50_734996558,2025,Aston Martin,V8 Vantage,Coupe,Coupe,Onyx Black - Semi Aniline/Pale,Caribbean Blue,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGFW7SGN09936,NEW,1,29,,249800.0,False,
50_735898917,2020,Aston Martin,V8 Vantage,Coupe,Coupe,Brown,White,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW8LGN03250,USED,"15,574",18,,92500.0,True,"[{'dateUpdated': '12.27.2024', 'price': '$96,991'}, {'dateUpdated': '01.08.2025', 'price': '$93,900'}, {'dateUpdated': 'Price Today', 'price': '$92,500'}]"
50_736506521,2020,Aston Martin,V8 Vantage,Coupe,Coupe,Other,Other,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW6LGN03148,USED,"26,609",10,,79991.0,True,
50_736577577,2025,Aston Martin,V8 Vantage,Coupe,Coupe,All Black Metallic,Q Cosmos Orange,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGFW6SGN09913,NEW,33,9,,,False,
75_684644458,2023,Aston Martin,V8 Vantage,Roadster,Convertible,All Onyx Blk Haircell Lea,Q Satin Plasma Blue,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGBW7PGP08336,USED,24,590,,179000.0,True,
75_722081258,2023,Aston Martin,V8 Vantage,Coupe,Coupe,Onyx Black,Lunar White,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAWXPGN08049,USED,"6,612",165,,163900.0,True,
75_725603752,2023,Aston Martin,V8 Vantage,Coupe,Coupe,Chancellor Red,Aluminite Silver,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW1PGN08280,USED,980,128,,144000.0,True,
75_726821135,2021,Aston Martin,V8 Vantage,Roadster,Convertible,White,Pentland Green,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGBW6MGP05746,USED,"9,411",115,,123588.0,True,"[{'dateUpdated': '12.04.2024', 'price': '$125,888'}, {'dateUpdated': '12.11.2024', 'price': '$124,888'}, {'dateUpdated': 'Price Today', 'price': '$123,588'}]"
75_728111855,2023,Aston Martin,V8 Vantage,Coupe,Coupe,,White,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW5PGN08671,USED,"1,831",101,,149965.0,True,
75_728970809,2021,Aston Martin,V8 Vantage,Coupe,Coupe,Obsidian Black,Magnetic Silver,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW0MGN05091,USED,"16,071",93,,104500.0,True,
75_728970810,2020,Aston Martin,V8 Vantage,Coupe,Coupe,Obsidian Black,China Gray,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW1LGN03137,USED,"9,461",93,,97852.0,True,"[{'dateUpdated': '11.27.2024', 'price': '$97,997'}, {'dateUpdated': 'Price Today', 'price': '$97,852'}]"
75_728970828,2020,Aston Martin,V8 Vantage,Coupe,Coupe,Obsidian Black,Jet Black,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW3LGN03639,USED,"7,968",93,,97991.0,True,"[{'dateUpdated': 'Price Today', 'price': '$97,991'}]"
75_730995324,2021,Aston Martin,V8 Vantage,Roadster,Convertible,Obsidian Black-Electron Yellow,Yellow Tang,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGBW9MGP05787,USED,"10,650",71,,124988.0,True,
75_731043368,2021,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Lunar White,8-Cylinder Turbo,4,Manual,7-Speed Manual,SCFSSGAW0MGN05940,USED,"1,845",12,,155995.0,True,"[{'dateUpdated': '12.09.2024', 'price': '$159,999'}, {'dateUpdated': '12.21.2024', 'price': '$157,795'}, {'dateUpdated': 'Price Today', 'price': '$155,995'}]"
75_731436278,2025,Aston Martin,V8 Vantage,Coupe,Coupe,Onyx Black,Apex Gray,8-Cylinder Turbo,4,Automatic,8-Speed Shiftable Automatic,SCFSMGFWXSGN09008,NEW,0,66,,239800.0,False,
75_732545477,2021,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Lunar White,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW4MGN05711,USED,"10,018",54,,114888.0,True,
75_733375693,2022,Aston Martin,V8 Vantage,Roadster,Convertible,Onyx Black,China Gray,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGBWXNGP06397,USED,"2,167",46,,134990.0,True,
75_733550631,2023,Aston Martin,V8 Vantage,Coupe,Coupe,Arden Green Metallic/Glacier W,Arden Green,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW6PGN07089,USED,"2,312",43,,153421.0,True,
75_734376286,2023,Aston Martin,V8 Vantage,Coupe,Coupe,Metallic Black,China Gray,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAWXPGN07516,USED,"4,334",35,,157788.0,True,"[{'dateUpdated': '12.17.2024', 'price': '$159,499'}, {'dateUpdated': '12.22.2024', 'price': '$158,499'}, {'dateUpdated': '12.29.2024', 'price': '$154,999'}, {'dateUpdated': 'Price Today', 'price': '$157,788'}]"
75_734542805,2022,Aston Martin,V8 Vantage,Coupe,Coupe,Black,Orange,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW2NGN06406,USED,"10,841",27,,119999.0,True,
75_734637052,2020,Aston Martin,V8 Vantage,Coupe,Coupe,,Black,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW9LGN04438,USED,"8,737",32,,95998.0,True,"[{'dateUpdated': '12.20.2024', 'price': '$102,998'}, {'dateUpdated': '01.03.2025', 'price': '$102,698'}, {'dateUpdated': '01.09.2025', 'price': '$96,698'}, {'dateUpdated': 'Price Today', 'price': '$95,998'}]"
75_735076441,2021,Aston Martin,V8 Vantage,Coupe,Coupe,Black W/ Yellow Stitching,Q Flugplatz Blue,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW7MGN05654,USED,"16,387",27,,118700.0,True,"[{'dateUpdated': '12.16.2024', 'price': '$119,999'}, {'dateUpdated': '12.19.2024', 'price': '$119,999'}, {'dateUpdated': '12.24.2024', 'price': '$119,495'}, {'dateUpdated': 'Price Today', 'price': '$118,700'}]"
75_735738830,2025,Aston Martin,V8 Vantage,Coupe,Coupe,All Dark Knight,Ultramarine Black,8-Cylinder Turbo,4,Automatic,8-Speed Shiftable Automatic,SCFSMGFW9SGN10201,NEW,35,20,,235400.0,False,
75_735766164,2023,Aston Martin,V8 Vantage,Coupe,Coupe,Onyx Black,Ultramarine Black,8-Cylinder Turbo,4,Automatic,8-Speed Automatic,SCFSMGAW4PGN07088,USED,"9,969",20,,139990.0,True,
